station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
JFK,2020-01-31 02:51,30.00,21.90,71.48,50.00,6.00,0.00,30.36,1027.90,10.00,M,SCT,SCT,BKN,M,3200.00,18000.00,25000.00,M,M,M,M,M,M,M,M,23.12,KJFK 310251Z 05006KT 10SM SCT032 SCT180 BKN250 M01/M06 A3036 RMK AO2 SLP279 T10111056 50003,M
JFK,2020-01-31 03:51,32.00,24.10,72.30,50.00,4.00,0.00,30.35,1027.80,10.00,M,BKN,BKN,BKN,M,3100.00,18000.00,26000.00,M,M,M,M,M,M,M,M,27.42,KJFK 310351Z 05004KT 10SM BKN031 BKN180 BKN260 00/M04 A3035 RMK AO2 SLP278 T00001044,M
JFK,2020-01-31 04:51,32.00,24.10,72.30,50.00,4.00,0.00,30.35,1027.70,10.00,M,BKN,OVC,M,M,3100.00,25000.00,M,M,M,M,M,M,M,M,M,27.42,KJFK 310451Z 05004KT 10SM BKN031 OVC250 00/M04 A3035 RMK AO2 SLP277 T00001044 400281044,M
JFK,2020-01-31 05:51,33.00,25.00,71.82,360.00,4.00,0.00,30.35,1027.70,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,M,M,28.70,KJFK 310551Z 36004KT 10SM OVC032 01/M04 A3035 RMK AO2 SLP277 T00061039 10006 21011 55002,M
JFK,2020-01-31 06:51,34.00,26.10,72.52,40.00,3.00,0.00,30.35,1027.80,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,M,M,30.97,KJFK 310651Z 04003KT 10SM OVC032 01/M03 A3035 RMK AO2 SLP278 T00111033,M
JFK,2020-01-31 07:51,34.00,26.10,72.52,50.00,4.00,0.00,30.35,1027.60,10.00,M,OVC,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,29.76,KJFK 310751Z 05004KT 10SM OVC035 01/M03 A3035 RMK AO2 SLP276 T00111033,M
JFK,2020-01-31 08:51,34.00,27.00,75.26,60.00,4.00,0.00,30.35,1027.60,10.00,M,BKN,OVC,M,M,3800.00,10000.00,M,M,M,M,M,M,M,M,M,29.76,KJFK 310851Z 06004KT 10SM BKN038 OVC100 01/M03 A3035 RMK AO2 SLP276 T00111028 58001,M
JFK,2020-01-31 09:51,34.00,27.00,75.26,60.00,5.00,0.00,30.34,1027.40,10.00,M,SCT,BKN,OVC,M,3100.00,9500.00,25000.00,M,M,M,M,M,M,M,M,28.77,KJFK 310951Z 06005KT 10SM SCT031 BKN095 OVC250 01/M03 A3034 RMK AO2 SLP274 T00111028,M
JFK,2020-01-31 10:51,34.00,28.00,78.43,60.00,4.00,0.00,30.34,1027.50,10.00,M,FEW,BKN,BKN,M,2900.00,8000.00,25000.00,M,M,M,M,M,M,M,M,29.76,KJFK 311051Z 06004KT 10SM FEW029 BKN080 BKN250 01/M02 A3034 RMK AO2 SLP275 T00111022,M
JFK,2020-01-31 11:51,34.00,28.90,81.37,40.00,4.00,0.00,30.35,1027.50,10.00,M,FEW,BKN,BKN,M,3000.00,7000.00,25000.00,M,M,M,M,M,M,M,M,29.76,KJFK 311151Z 04004KT 10SM FEW030 BKN070 BKN250 01/M02 A3035 RMK AO2 SLP275 T00111017 10011 20000 55000,M
JFK,2020-01-31 12:51,35.00,30.00,81.46,60.00,3.00,0.00,30.36,1028.00,10.00,M,FEW,BKN,M,M,3000.00,6500.00,M,M,M,M,M,M,M,M,M,32.23,KJFK 311251Z 06003KT 10SM FEW030 BKN065 02/M01 A3036 RMK AO2 SLP280 T00171011,M
JFK,2020-01-31 13:51,37.00,32.00,81.93,80.00,3.00,0.00,30.35,1027.70,10.00,M,BKN,BKN,M,M,3300.00,6500.00,M,M,M,M,M,M,M,M,M,34.40,KJFK 311351Z 08003KT 10SM BKN033 BKN065 03/00 A3035 RMK AO2 SLP277 T00280000,M
JFK,2020-01-31 14:51,41.00,34.00,75.94,110.00,6.00,0.00,30.35,1027.60,10.00,M,SCT,BKN,M,M,3100.00,6500.00,M,M,M,M,M,M,M,M,M,36.37,KJFK 311451Z 11006KT 10SM SCT031 BKN065 05/01 A3035 RMK AO2 SLP276 SCT V BKN T00500011 50001,M
JFK,2020-01-31 15:51,43.00,34.00,70.30,120.00,7.00,0.00,30.35,1027.50,10.00,M,SCT,BKN,BKN,M,2300.00,3500.00,5500.00,M,M,M,M,M,M,M,M,38.19,KJFK 311551Z 12007KT 10SM SCT023 BKN035 BKN055 06/01 A3035 RMK AO2 SLP275 SCT V BKN T00610011,M
JFK,2020-01-31 16:51,42.00,34.00,72.78,120.00,7.00,0.00,30.33,1027.00,10.00,M,SCT,BKN,BKN,M,2800.00,3500.00,5500.00,M,M,M,M,M,M,M,M,37.09,KJFK 311651Z 12007KT 10SM SCT028 BKN035 BKN055 06/01 A3033 RMK AO2 SLP270 T00560011,M
JFK,2020-01-31 17:51,43.00,34.00,70.30,100.00,7.00,0.00,30.30,1026.10,10.00,M,FEW,BKN,BKN,BKN,2500.00,3800.00,5500.00,25000.00,M,M,M,M,M,M,M,38.19,KJFK 311751Z 10007KT 10SM FEW025 BKN038 BKN055 BKN250 06/01 A3030 RMK AO2 SLP261 T00610011 10061 20011 58015,M
JFK,2020-01-31 18:51,43.00,34.00,70.30,150.00,7.00,0.00,30.31,1026.30,10.00,M,BKN,BKN,BKN,OVC,2300.00,3700.00,5500.00,25000.00,M,M,M,M,M,M,M,38.19,KJFK 311851Z 15007KT 10SM BKN023 BKN037 BKN055 OVC250 06/01 A3031 RMK AO2 SLP263 T00610011,M
JFK,2020-01-31 19:51,42.00,35.00,76.04,120.00,6.00,0.00,30.27,1024.80,10.00,M,BKN,OVC,M,M,2200.00,6500.00,M,M,M,M,M,M,M,M,M,37.69,KJFK 311951Z 12006KT 10SM BKN022 OVC065 06/02 A3027 RMK AO2 SLP248 T00560017,M
JFK,2020-01-31 20:34,42.00,35.00,76.04,90.00,7.00,0.00,30.25,M,10.00,M,SCT,SCT,OVC,M,2100.00,3500.00,7500.00,M,M,M,M,M,M,M,M,37.09,KJFK 312034Z 09007KT 10SM SCT021 SCT035 OVC075 06/02 A3025 RMK AO2 T00560017,M
JFK,2020-01-31 20:51,41.00,34.00,75.94,110.00,8.00,0.00,30.26,1024.50,10.00,M,FEW,SCT,OVC,M,2200.00,3500.00,7500.00,M,M,M,M,M,M,M,M,35.20,KJFK 312051Z 11008KT 10SM FEW022 SCT035 OVC075 05/01 A3026 RMK AO2 SLP245 T00500011 58016,M
JFK,2020-01-31 21:51,40.00,35.00,82.80,110.00,8.00,0.00,30.25,1024.20,10.00,M,FEW,FEW,OVC,M,2200.00,3500.00,7000.00,M,M,M,M,M,M,M,M,33.84,KJFK 312151Z 11008KT 10SM FEW022 FEW035 OVC070 04/02 A3025 RMK AO2 SLP242 T00440017,M
JFK,2020-01-31 22:51,40.00,35.00,82.80,90.00,8.00,0.00,30.24,1023.90,10.00,M,FEW,FEW,OVC,M,2200.00,3500.00,7000.00,M,M,M,M,M,M,M,M,33.84,KJFK 312251Z 09008KT 10SM FEW022 FEW035 OVC070 04/02 A3024 RMK AO2 SLP239 T00440017,M
JFK,2020-01-31 23:51,40.00,36.00,85.81,100.00,7.00,0.00,30.25,1024.30,10.00,M,FEW,BKN,OVC,M,2200.00,7000.00,14000.00,M,M,M,M,M,M,M,M,34.41,KJFK 312351Z 10007KT 10SM FEW022 BKN070 OVC140 04/02 A3025 RMK AO2 SLP243 T00440022 10072 20044 55002,M
JFK,2020-02-01 00:51,40.00,37.00,89.27,70.00,6.00,0.00,30.23,1023.60,10.00,M,FEW,BKN,OVC,M,2900.00,7000.00,14000.00,M,M,M,M,M,M,M,M,35.04,KJFK 010051Z 07006KT 10SM FEW029 BKN070 OVC140 04/03 A3023 RMK AO2 SLP236 T00440028,M
JFK,2020-02-01 01:51,40.00,38.00,92.48,0.00,0.00,0.00,30.23,1023.70,10.00,M,FEW,BKN,OVC,M,1200.00,6500.00,11000.00,M,M,M,M,M,M,M,M,39.90,KJFK 010151Z 00000KT 10SM FEW012 BKN065 OVC110 04/03 A3023 RMK AO2 SLP237 T00440033,M
JFK,2020-02-01 02:51,40.00,38.00,92.48,40.00,6.00,0.01,30.21,1022.80,9.00,M,FEW,BKN,OVC,M,1200.00,4000.00,5500.00,M,-RA,M,M,M,M,M,M,35.04,KJFK 010251Z 04006KT 9SM -RA FEW012 BKN040 OVC055 04/03 A3021 RMK AO2 RAB0158 SLP228 P0001 60001 T00440033 58015,M
JFK,2020-02-01 03:51,39.00,38.00,95.78,10.00,5.00,0.01,30.19,1022.10,10.00,M,FEW,BKN,BKN,OVC,1000.00,2900.00,7500.00,13000.00,M,M,M,M,M,M,M,34.71,KJFK 010351Z 01005KT 10SM FEW010 BKN029 BKN075 OVC130 04/03 A3019 RMK AO2 RAE34 SLP221 P0001 T00390033,M
JFK,2020-02-01 04:51,38.00,38.00,100.00,30.00,5.00,0.00,30.16,1021.30,10.00,M,FEW,SCT,BKN,OVC,1000.00,2900.00,10000.00,20000.00,M,M,M,M,M,M,M,33.40,KJFK 010451Z 03005KT 10SM FEW010 SCT029 BKN100 OVC200 03/03 A3016 RMK AO2 SLP213 T00330033 400720000,M
JFK,2020-02-01 05:51,37.00,37.00,100.00,10.00,6.00,0.00,30.12,1020.00,10.00,M,FEW,SCT,SCT,OVC,1000.00,3500.00,10000.00,20000.00,M,M,M,M,M,M,M,31.55,KJFK 010551Z 01006KT 10SM FEW010 SCT035 SCT100 OVC200 03/03 A3012 RMK AO2 SLP200 60002 T00280028 10044 20028 58028,M
JFK,2020-02-01 06:51,36.00,35.00,96.49,350.00,7.00,0.00,30.10,1019.30,10.00,M,BKN,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,29.65,KJFK 010651Z 35007KT 10SM BKN021 02/02 A3010 RMK AO2 SLP193 T00220017,M
JFK,2020-02-01 07:51,36.00,36.00,100.00,50.00,4.00,0.00,30.09,1019.00,8.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,32.09,KJFK 010751Z 05004KT 8SM OVC016 02/02 A3009 RMK AO2 SLP190 T00220022,M
JFK,2020-02-01 08:51,36.00,36.00,100.00,90.00,5.00,0.00,30.07,1018.10,8.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,31.15,KJFK 010851Z 09005KT 8SM OVC016 02/02 A3007 RMK AO2 SLP181 T00220022 58019,M
JFK,2020-02-01 09:51,37.00,37.00,100.00,0.00,0.00,0.00,30.07,1018.00,8.00,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,37.00,KJFK 010951Z 00000KT 8SM OVC013 03/03 A3007 RMK AO2 SLP180 T00280028,M
JFK,2020-02-01 10:51,37.00,37.00,100.00,0.00,0.00,0.00,30.04,1017.10,6.00,M,BKN,OVC,M,M,500.00,1100.00,M,M,BR,M,M,M,M,M,M,37.00,KJFK 011051Z 00000KT 6SM BR BKN005 OVC011 03/03 A3004 RMK AO2 SLP171 T00280028,M
JFK,2020-02-01 11:51,36.00,36.00,100.00,120.00,5.00,0.00,30.03,1016.90,4.00,M,FEW,BKN,BKN,M,800.00,1300.00,25000.00,M,BR,M,M,M,M,M,M,31.15,KJFK 011151Z 12005KT 4SM BR FEW008 BKN013 BKN250 02/02 A3003 RMK AO2 SLP169 70002 T00220022 10028 20017 58012,M
JFK,2020-02-01 12:51,37.00,37.00,100.00,0.00,0.00,0.00,30.04,1017.00,4.00,M,FEW,BKN,BKN,M,1000.00,1500.00,25000.00,M,BR,M,M,M,M,M,M,37.00,KJFK 011251Z 00000KT 4SM BR FEW010 BKN015 BKN250 03/03 A3004 RMK AO2 SLP170 T00280028,M
JFK,2020-02-01 13:48,39.20,39.20,100.00,0.00,0.00,0.00,30.02,M,5.00,M,SCT,OVC,M,M,400.00,1600.00,M,M,BR,M,M,M,M,M,M,39.20,KJFK 011348Z 00000KT 5SM BR SCT004 OVC016 04/04 A3002 RMK AO2 $,M
JFK,2020-02-01 13:51,39.00,39.00,100.00,0.00,0.00,0.00,30.02,1016.30,5.00,M,SCT,OVC,M,M,400.00,1600.00,M,M,BR,M,M,M,M,M,M,39.00,KJFK 011351Z 00000KT 5SM BR SCT004 OVC016 04/04 A3002 RMK AO2 SLP163 T00390039 $,M
JFK,2020-02-01 14:51,40.00,38.00,92.48,230.00,4.00,0.00,30.01,1016.10,6.00,M,SCT,OVC,M,M,700.00,1500.00,M,M,BR,M,M,M,M,M,M,36.65,KJFK 011451Z 23004KT 6SM BR SCT007 OVC015 04/03 A3001 RMK AO2 SLP161 T00440033 56010 $,M
JFK,2020-02-01 15:51,41.00,40.00,95.82,250.00,3.00,0.00,29.98,1015.10,8.00,M,FEW,BKN,BKN,M,800.00,1500.00,25000.00,M,M,M,M,M,M,M,M,38.98,KJFK 011551Z 25003KT 8SM FEW008 BKN015 BKN250 05/04 A2998 RMK AO2 SLP151 T00500044 $,M
JFK,2020-02-01 16:19,43.00,40.00,88.71,0.00,0.00,0.00,29.94,M,10.00,M,BKN,BKN,OVC,M,1200.00,2700.00,4000.00,M,M,M,M,M,M,M,M,43.00,KJFK 011619Z 00000KT 10SM BKN012 BKN027 OVC040 06/04 A2994 RMK AO2 T00610044 $,M
JFK,2020-02-01 16:51,42.00,38.00,84.93,320.00,4.00,0.00,29.91,1012.70,9.00,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,39.21,KJFK 011651Z 32004KT 9SM OVC012 06/03 A2991 RMK AO2 SLP127 T00560033 $,M
JFK,2020-02-01 17:51,41.00,38.00,88.62,210.00,7.00,0.00,29.88,1011.90,10.00,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,35.75,KJFK 011751Z 21007KT 10SM OVC013 05/03 A2988 RMK AO2 SLP119 T00500033 10061 20022 56042 $,M
JFK,2020-02-01 18:51,41.00,38.00,88.62,200.00,6.00,0.00,29.85,1010.90,10.00,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,36.37,KJFK 011851Z 20006KT 10SM OVC011 05/03 A2985 RMK AO2 SLP109 T00500033 $,M
JFK,2020-02-01 19:51,41.00,38.00,88.62,220.00,4.00,0.00,29.81,1009.50,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,37.93,KJFK 011951Z 22004KT 10SM OVC012 05/03 A2981 RMK AO2 SLP095 T00500033 $,M
JFK,2020-02-01 20:51,40.00,38.00,92.48,210.00,4.00,0.00,29.79,1008.70,10.00,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,36.65,KJFK 012051Z 21004KT 10SM OVC010 04/03 A2979 RMK AO2 SLP087 T00440033 56031 $,M
JFK,2020-02-01 21:51,40.00,38.00,92.48,240.00,3.00,0.00,29.77,1008.10,6.00,M,OVC,M,M,M,1000.00,M,M,M,BR,M,M,M,M,M,M,37.72,KJFK 012151Z 24003KT 6SM BR OVC010 04/03 A2977 RMK AO2 SLP081 T00440033 $,M
JFK,2020-02-01 22:51,40.00,39.00,96.55,160.00,3.00,0.00,29.77,1007.90,7.00,M,BKN,OVC,M,M,1100.00,1500.00,M,M,M,M,M,M,M,M,M,37.72,KJFK 012251Z 16003KT 7SM BKN011 OVC015 04/04 A2977 RMK AO2 SLP079 T00440039 $,M
JFK,2020-02-01 23:04,40.00,39.00,96.55,170.00,3.00,0.00,29.77,M,7.00,M,SCT,OVC,M,M,1000.00,1800.00,M,M,M,M,M,M,M,M,M,37.72,KJFK 012304Z 17003KT 7SM SCT010 OVC018 04/04 A2977 RMK AO2 T00440039 $,M
JFK,2020-02-01 23:23,40.00,39.00,96.55,200.00,3.00,0.00,29.77,M,8.00,M,BKN,OVC,M,M,1100.00,1900.00,M,M,M,M,M,M,M,M,M,37.72,KJFK 012323Z 20003KT 8SM BKN011 OVC019 04/04 A2977 RMK AO2 T00440039 $,M
JFK,2020-02-01 23:51,40.00,39.00,96.55,0.00,0.00,0.00,29.77,1007.90,7.00,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,39.90,KJFK 012351Z 00000KT 7SM OVC012 04/04 A2977 RMK AO2 SLP079 T00440039 10050 20044 56008 $,M
JFK,2020-02-02 00:41,41.00,39.00,92.52,0.00,0.00,0.00,29.75,M,6.00,M,SCT,OVC,M,M,1400.00,2400.00,M,M,BR,M,M,M,M,M,M,41.00,KJFK 020041Z 00000KT 6SM BR SCT014 OVC024 05/04 A2975 RMK AO2 T00500039 $,M
JFK,2020-02-02 00:51,41.00,39.00,92.52,0.00,0.00,0.00,29.74,1007.00,6.00,M,FEW,OVC,M,M,1400.00,2400.00,M,M,BR,M,M,M,M,M,M,41.00,KJFK 020051Z 00000KT 6SM BR FEW014 OVC024 05/04 A2974 RMK AO2 SLP070 T00500039 $,M
JFK,2020-02-02 02:51,40.00,40.00,100.00,0.00,0.00,T,29.72,1006.20,6.00,M,FEW,OVC,M,M,1500.00,2500.00,M,M,-RA BR,M,M,M,M,M,M,39.90,KJFK 020251Z 00000KT 6SM -RA BR FEW015 OVC025 04/04 A2972 RMK AO2 RAB34 SLP062 P0000 60000 T00440044 56017 $,M
JFK,2020-02-02 03:51,41.00,38.00,88.62,330.00,4.00,0.01,29.70,1005.50,5.00,M,SCT,OVC,M,M,1200.00,1900.00,M,M,-RA BR,M,M,M,M,M,M,37.93,KJFK 020351Z 33004KT 5SM -RA BR SCT012 OVC019 05/03 A2970 RMK AO2 SLP055 P0001 T00500033 $,M
JFK,2020-02-02 04:51,39.00,36.00,88.87,310.00,6.00,0.02,29.68,1005.10,6.00,M,SCT,BKN,OVC,M,1500.00,2500.00,3500.00,M,-RA BR,M,M,M,M,M,M,33.96,KJFK 020451Z 31006KT 6SM -RA BR SCT015 BKN025 OVC035 04/02 A2968 RMK AO2 SLP051 P0002 T00390022 400610017 $,M
JFK,2020-02-02 05:51,39.00,36.00,88.87,320.00,7.00,0.01,29.67,1004.50,6.00,M,SCT,BKN,OVC,M,1500.00,2300.00,4000.00,M,-RA BR,M,M,M,M,M,M,33.31,KJFK 020551Z 32007KT 6SM -RA BR SCT015 BKN023 OVC040 04/02 A2967 RMK AO2 SLP045 P0001 60004 T00390022 10050 20039 56017 $,M
JFK,2020-02-02 06:51,38.00,36.00,92.78,320.00,5.00,0.01,29.65,1004.00,6.00,M,SCT,BKN,OVC,M,1200.00,2500.00,4300.00,M,BR,M,M,M,M,M,M,33.40,KJFK 020651Z 32005KT 6SM BR SCT012 BKN025 OVC043 03/02 A2965 RMK AO2 RAE46 SLP040 P0001 T00330022 $,M
JFK,2020-02-02 07:51,38.00,37.00,96.52,0.00,0.00,0.00,29.63,1003.10,5.00,M,BKN,OVC,M,M,1200.00,4400.00,M,M,BR,M,M,M,M,M,M,37.90,KJFK 020751Z 00000KT 5SM BR BKN012 OVC044 03/03 A2963 RMK AO2 SLP031 T00330028 $,M
JFK,2020-02-02 08:51,37.00,37.00,100.00,260.00,3.00,0.00,29.61,1002.70,5.00,M,BKN,OVC,M,M,1400.00,5500.00,M,M,BR,M,M,M,M,M,M,34.40,KJFK 020851Z 26003KT 5SM BR BKN014 OVC055 03/03 A2961 RMK AO2 SLP027 60001 T00280028 56018 $,M
JFK,2020-02-02 09:51,38.00,36.00,92.78,270.00,7.00,T,29.61,1002.50,5.00,M,BKN,OVC,M,M,1400.00,2100.00,M,M,-RA BR,M,M,M,M,M,M,31.97,KJFK 020951Z 27007KT 5SM -RA BR BKN014 OVC021 03/02 A2961 RMK AO2 RAB42 SLP025 P0000 T00330022 $,M
JFK,2020-02-02 10:51,38.00,36.00,92.78,280.00,7.00,T,29.61,1002.70,5.00,M,BKN,OVC,M,M,1500.00,2500.00,M,M,-RA BR,M,M,M,M,M,M,31.97,KJFK 021051Z 28007KT 5SM -RA BR BKN015 OVC025 03/02 A2961 RMK AO2 SLP027 P0000 T00330022 $,M
JFK,2020-02-02 11:51,35.60,35.60,100.00,330.00,9.00,0.00,29.62,M,5.00,M,FEW,BKN,OVC,M,1500.00,2200.00,3300.00,M,M,M,M,M,M,M,M,27.99,KJFK 021151Z 33009KT 5SM FEW015 BKN022 OVC033 02/02 A2962,M
JFK,2020-02-02 12:51,37.00,33.00,85.64,320.00,9.00,0.00,29.63,1003.90,7.00,M,FEW,BKN,BKN,BKN,2500.00,6500.00,8000.00,25000.00,M,M,M,M,M,M,M,29.73,KJFK 021251Z 32009KT 7SM FEW025 BKN065 BKN080 BKN250 03/01 A2963 RMK AO2 RAB14E45 SLP039 T00280006 PNO $,M
JFK,2020-02-02 13:51,37.00,32.00,81.93,300.00,8.00,0.00,29.62,1003.50,9.00,M,SCT,SCT,BKN,BKN,2000.00,4000.00,9000.00,25000.00,M,M,M,M,M,M,M,30.27,KJFK 021351Z 30008KT 9SM SCT020 SCT040 BKN090 BKN250 03/00 A2962 RMK AO2 SLP035 T00280000 PNO $,M
JFK,2020-02-02 14:51,40.00,30.90,69.96,300.00,14.00,0.00,29.63,1003.90,10.00,M,SCT,BKN,BKN,BKN,2200.00,3200.00,9000.00,15000.00,M,M,M,M,M,M,M,31.35,KJFK 021451Z 30014KT 10SM SCT022 BKN032 BKN090 BKN150 BKN250 04/M01 A2963 RMK AO2 SLP039 6//// T00441006 PNO $,M
JFK,2020-02-02 15:51,41.00,30.00,64.63,290.00,12.00,0.00,29.62,1003.50,10.00,M,SCT,BKN,BKN,BKN,2600.00,3300.00,9000.00,15000.00,M,M,M,M,M,M,M,33.46,KJFK 021551Z 29012KT 10SM SCT026 BKN033 BKN090 BKN150 BKN250 05/M01 A2962 RMK AO2 SLP035 T00501011 $,M
JFK,2020-02-02 16:51,43.00,30.90,62.06,260.00,13.00,0.00,29.59,1002.50,10.00,M,FEW,BKN,BKN,BKN,3000.00,3500.00,9000.00,15000.00,M,M,M,M,M,M,M,35.66,KJFK 021651Z 26013KT 10SM FEW030 BKN035 BKN090 BKN150 BKN250 06/M01 A2959 RMK AO2 SLP025 T00611006 $,M
JFK,2020-02-02 17:51,43.00,28.90,57.21,270.00,13.00,0.00,29.55,1001.20,10.00,M,FEW,BKN,BKN,BKN,3000.00,4700.00,11000.00,15000.00,M,M,M,M,M,M,M,35.66,KJFK 021751Z 27013KT 10SM FEW030 BKN047 BKN110 BKN150 BKN250 06/M02 A2955 RMK AO2 SLP012 6//// T00611017 58027 $,M
JFK,2020-02-02 18:51,43.00,28.00,55.14,260.00,8.00,0.00,29.52,1000.10,10.00,M,FEW,BKN,BKN,OVC,3500.00,4900.00,9500.00,15000.00,M,M,M,M,M,M,M,37.66,KJFK 021851Z 26008KT 10SM FEW035 BKN049 BKN095 OVC150 06/M02 A2952 RMK AO2 SLP001 T00611022 $,M
JFK,2020-02-02 19:51,43.00,28.90,57.21,250.00,9.00,0.00,29.49,999.10,10.00,M,FEW,BKN,BKN,OVC,3700.00,4500.00,8000.00,15000.00,M,M,M,M,M,M,M,37.19,KJFK 021951Z 25009KT 10SM FEW037 BKN045 BKN080 OVC150 06/M02 A2949 RMK AO2 SLP991 T00611017 $,M
JFK,2020-02-02 20:51,42.00,28.90,59.22,230.00,18.00,0.00,29.50,999.50,10.00,M,BKN,BKN,OVC,M,5000.00,6500.00,7500.00,M,M,M,M,M,M,M,M,33.04,KJFK 022051Z 23018KT 10SM BKN050 BKN065 OVC075 06/M02 A2950 RMK AO2 SLP995 T00561017 55017 $,M
JFK,2020-02-02 21:51,37.00,34.00,88.78,250.00,16.00,0.00,29.53,1000.50,10.00,M,BKN,BKN,OVC,M,1500.00,3200.00,4000.00,M,-RA,M,M,M,M,M,M,26.94,KJFK 022151Z 25016KT 10SM -RA BKN015 BKN032 OVC040 03/01 A2953 RMK AO2 RAB35 SLP005 T00280011 PNO $,M
JFK,2020-02-02 22:51,36.00,34.00,92.35,270.00,13.00,0.00,29.56,1001.50,10.00,M,FEW,BKN,OVC,M,900.00,1100.00,3500.00,M,-RA,M,M,M,M,M,M,26.69,KJFK 022251Z 27013KT 10SM -RA FEW009 BKN011 OVC035 02/01 A2956 RMK AO2 SLP015 T00220011 PNO $,M
JFK,2020-02-02 23:51,37.00,34.00,88.78,260.00,11.00,0.00,29.58,1002.20,10.00,M,SCT,BKN,OVC,M,1200.00,3800.00,5500.00,M,-RA,M,M,M,M,M,M,28.79,KJFK 022351Z 26011KT 10SM -RA SCT012 BKN038 OVC055 03/01 A2958 RMK AO2 SLP022 6//// T00280011 10067 20022 51027 PNO $,M
JFK,2020-02-03 00:51,37.00,34.00,88.78,240.00,7.00,0.00,29.58,1002.20,10.00,M,SCT,BKN,BKN,M,900.00,1200.00,5500.00,M,-RA,M,M,M,M,M,M,30.87,KJFK 030051Z 24007KT 10SM -RA SCT009 BKN012 BKN055 03/01 A2958 RMK AO2 SLP022 T00280011 PNO $,M
JFK,2020-02-03 01:51,36.00,34.00,92.35,230.00,7.00,0.00,29.57,1001.80,10.00,M,SCT,SCT,BKN,M,900.00,1300.00,3200.00,M,-RA,M,M,M,M,M,M,29.65,KJFK 030151Z 23007KT 10SM -RA SCT009 SCT013 BKN032 02/01 A2957 RMK AO2 SLP018 T00220011 PNO $,M
JFK,2020-02-03 02:51,36.00,34.00,92.35,230.00,6.00,0.00,29.56,1001.50,7.00,M,FEW,SCT,BKN,M,700.00,1100.00,3300.00,M,-RA,M,M,M,M,M,M,30.35,KJFK 030251Z 23006KT 7SM -RA FEW007 SCT011 BKN033 02/01 A2956 RMK AO2 SLP015 6//// T00220011 58007 PNO $,M
JFK,2020-02-03 03:51,36.00,34.00,92.35,250.00,7.00,0.00,29.56,1001.50,8.00,M,SCT,OVC,M,M,700.00,3100.00,M,M,-RA,M,M,M,M,M,M,29.65,KJFK 030351Z 25007KT 8SM -RA SCT007 OVC031 02/01 A2956 RMK AO2 SLP015 T00220011 PNO $,M
JFK,2020-02-03 04:51,37.00,35.00,92.76,250.00,8.00,0.00,29.58,1002.20,8.00,M,SCT,OVC,M,M,700.00,3100.00,M,M,-RA,M,M,M,M,M,M,30.27,KJFK 030451Z 25008KT 8SM -RA SCT007 OVC031 03/02 A2958 RMK AO2 SLP022 SCT007 V BKN T00280017 400671017 PNO $,M
JFK,2020-02-03 05:51,37.00,35.00,92.76,250.00,9.00,0.00,29.57,1001.80,10.00,M,FEW,FEW,OVC,M,800.00,3000.00,7000.00,M,M,M,M,M,M,M,M,29.73,KJFK 030551Z 25009KT 10SM FEW008 FEW030 OVC070 03/02 A2957 RMK AO2 RAE41 SLP018 6//// T00280017 10028 20022 50003 PNO $,M
JFK,2020-02-03 06:51,38.00,35.00,89.53,250.00,10.00,0.00,29.61,1003.20,10.00,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,30.37,KJFK 030651Z 25010KT 10SM OVC050 03/02 A2961 RMK AO2 SLP032 T00330017 PNO $,M
JFK,2020-02-03 07:51,38.00,35.00,89.53,260.00,8.00,0.00,29.62,1003.50,10.00,M,SCT,OVC,M,M,5000.00,7500.00,M,M,M,M,M,M,M,M,M,31.38,KJFK 030751Z 26008KT 10SM SCT050 OVC075 03/02 A2962 RMK AO2 SLP035 T00330017 $,M
JFK,2020-02-03 08:51,39.00,35.00,85.76,260.00,9.00,0.00,29.64,1004.20,10.00,M,FEW,BKN,M,M,5000.00,8000.00,M,M,M,M,M,M,M,M,M,32.22,KJFK 030851Z 26009KT 10SM FEW050 BKN080 04/02 A2964 RMK AO2 SLP042 6//// T00390017 51024 $,M
