FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Month,Year,Cancelled,alti,drct,dwpf,feel,gust,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,inx_danjerous_1,inx_danjerous_2,inx_danjerous_3,inx_danjerous_4,metar,mslp,p01i,peak_wind_drct,peak_wind_gust,peak_wind_time,relh,sknt,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,snowdepth,station,tmpf,valid,vsby,wxcodes
2020-01-31,Republic Airline,Republic Airline: YX,YX,20452.0,6004.0,JFK,"New York, NY",CMH,"Columbus, OH",0 days 14:59:00,1455.0,-4.0,24.0,1519.0,1642.0,5.0,1706.0,1647.0,-19.0,0.0,,0.0,127.0,112.0,83.0,483.0,,,,,,1.0,2020.0,False,30.27,120.00,35.00,37.69,M,M,M,M,1.3636363636363635,0.6153846153846154,0.0,0.0,KJFK 311951Z 12006KT 10SM BKN022 OVC065 06/02 A3027 RMK AO2 SLP248 T00560017,1024.80,0.00,M,M,M,76.04,6.00,BKN,OVC,M,M,2200.00,6500.00,M,M,M,JFK,42.00,2020-01-31 19:51:00,10.00,M
2020-12-07,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,309.0,JFK,"New York, NY",LAX,"Los Angeles, CA",0 days 15:00:00,1459.0,-1.0,13.0,1512.0,1725.0,9.0,1807.0,1734.0,-33.0,0.0,,0.0,367.0,335.0,313.0,2475.0,,,,,,12.0,2020.0,False,29.72,270.00,19.90,37.93,M,M,M,M,0.2,0.0833333333333333,0.08,0.0,KJFK 071951Z 27004KT 10SM FEW050 FEW120 SCT250 05/M07 A2972 RMK AO2 SLP062 T00501067,1006.20,0.00,M,M,M,42.44,4.00,FEW,FEW,SCT,M,5000.00,12000.00,25000.00,M,M,JFK,41.00,2020-12-07 19:51:00,10.00,M
2019-12-05,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,5003.0,JFK,"New York, NY",ORF,"Norfolk, VA",0 days 15:26:00,1521.0,-5.0,21.0,1542.0,1632.0,5.0,1713.0,1637.0,-36.0,0.0,,0.0,107.0,76.0,50.0,290.0,,,,,,12.0,2019.0,False,29.84,290.00,21.90,34.23,24.00,M,M,M,0.25,0.3333333333333333,0.375,0.0,KJFK 051951Z 29018G24KT 10SM FEW040 SCT060 BKN080 06/M06 A2984 RMK AO2 PK WND 29037/1853 SLP105 T00611056,1010.50,0.00,290.00,37.00,2019-12-05 18:53,42.77,18.00,FEW,SCT,BKN,M,4000.00,6000.00,8000.00,M,M,JFK,43.00,2019-12-05 19:51:00,10.00,M
2019-12-21,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,2756.0,JFK,"New York, NY",MIA,"Miami, FL",0 days 19:29:00,1959.0,30.0,48.0,2047.0,2331.0,5.0,2250.0,2336.0,46.0,0.0,,0.0,201.0,217.0,164.0,1089.0,30.0,0.0,16.0,0.0,0.0,12.0,2019.0,False,30.5,220.00,28.90,29.95,M,M,M,M,0.1428571428571428,0.1764705882352941,0.12,0.0,KJFK 212351Z 22003KT 10SM SCT140 BKN170 BKN250 01/M02 A3050 RMK AO2 SLP328 T00061017 10028 21006 58002 $,1032.80,0.00,M,M,M,84.36,3.00,SCT,BKN,BKN,M,14000.00,17000.00,25000.00,M,M,JFK,33.00,2019-12-21 23:51:00,10.00,M
2020-11-25,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1371.0,JFK,"New York, NY",MIA,"Miami, FL",0 days 11:05:00,1102.0,-3.0,12.0,1114.0,1350.0,4.0,1409.0,1354.0,-15.0,0.0,,0.0,184.0,172.0,156.0,1089.0,,,,,,11.0,2020.0,False,30.36,210.00,41.00,51.10,M,M,M,M,0.2631578947368421,0.1,0.12,0.0,KJFK 251551Z 21011KT 10SM FEW038 SCT200 BKN250 11/05 A3036 RMK AO2 SLP279 T01060050 $,1027.90,0.00,M,M,M,68.23,11.00,FEW,SCT,BKN,M,3800.00,20000.00,25000.00,M,M,JFK,51.00,2020-11-25 15:51:00,10.00,M
2020-12-01,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,4653.0,JFK,"New York, NY",RDU,"Raleigh/Durham, NC",0 days 19:29:00,1927.0,-2.0,17.0,1944.0,2053.0,6.0,2114.0,2059.0,-15.0,0.0,,0.0,105.0,92.0,69.0,427.0,,,,,,12.0,2020.0,False,29.75,250.00,26.10,31.49,34.00,M,M,M,0.2325581395348837,0.3333333333333333,0.0,0.0,KJFK 012351Z 25025G34KT 10SM FEW043 SCT060 06/M03 A2975 RMK AO2 PK WND 25034/2347 SLP075 T00561033 10111 20056 53037 $,1007.50,0.00,250.00,34.00,2020-12-01 23:47,52.78,25.00,FEW,SCT,M,M,4300.00,6000.00,M,M,M,JFK,42.00,2020-12-01 23:51:00,10.00,M
2019-11-15,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1169.0,JFK,"New York, NY",ATL,"Atlanta, GA",0 days 16:55:00,1652.0,-3.0,15.0,1707.0,1858.0,8.0,1931.0,1906.0,-25.0,0.0,,0.0,156.0,134.0,111.0,760.0,,,,,,11.0,2019.0,False,30.15,250.00,28.00,42.04,M,M,M,M,0.12,0.0,0.0,0.0,KJFK 152151Z 25009KT 10SM BKN250 08/M02 A3015 RMK AO2 SLP209 T00831022 $,1020.90,0.00,M,M,M,47.54,9.00,BKN,M,M,M,25000.00,M,M,M,M,JFK,47.00,2019-11-15 21:51:00,10.00,M
2020-08-29,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,201.0,JFK,"New York, NY",FLL,"Fort Lauderdale, FL",0 days 09:20:00,919.0,-1.0,12.0,931.0,1157.0,5.0,1214.0,1202.0,-12.0,0.0,,0.0,174.0,163.0,146.0,1069.0,,,,,,8.0,2020.0,False,29.66,210.00,71.00,75.00,M,M,M,M,1.1111111111111112,2.142857142857143,0.8,0.0,KJFK 291251Z 21010KT 10SM FEW009 BKN014 OVC050 24/22 A2966 RMK AO2 SLP044 T02390217 $,1004.40,0.00,M,M,M,87.68,10.00,FEW,BKN,OVC,M,900.00,1400.00,5000.00,M,M,JFK,75.00,2020-08-29 12:51:00,10.00,M
2020-07-22,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,789.0,JFK,"New York, NY",MCO,"Orlando, FL",0 days 09:15:00,905.0,-10.0,13.0,918.0,1126.0,7.0,1148.0,1133.0,-15.0,0.0,,0.0,153.0,148.0,128.0,944.0,,,,,,7.0,2020.0,False,30.03,140.00,76.00,89.26,M,M,M,M,1.818181818181818,0.12,0.0,0.0,KJFK 221251Z 14006KT 10SM SCT011 BKN250 28/24 A3003 RMK AO2 SLP168 T02780244,1016.80,0.00,M,M,M,81.82,6.00,SCT,BKN,M,M,1100.00,25000.00,M,M,M,JFK,82.00,2020-07-22 12:51:00,10.00,M
2019-12-25,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,81.0,JFK,"New York, NY",RNO,"Reno, NV",0 days 18:59:00,1849.0,-10.0,27.0,1916.0,2148.0,11.0,2224.0,2159.0,-25.0,0.0,,0.0,385.0,370.0,332.0,2411.0,,,,,,12.0,2019.0,False,30.19,0.00,35.00,37.00,M,M,M,M,0.12,0.0,0.0,0.0,KJFK 252351Z 00000KT 10SM BKN250 03/02 A3019 RMK AO2 SLP222 T00280017 10078 20022 53008 $,1022.20,0.00,M,M,M,92.76,0.00,BKN,M,M,M,25000.00,M,M,M,M,JFK,37.00,2019-12-25 23:51:00,10.00,M
2020-11-01,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,4993.0,JFK,"New York, NY",BUF,"Buffalo, NY",0 days 19:45:00,2002.0,17.0,22.0,2024.0,2120.0,2.0,2115.0,2122.0,7.0,0.0,,0.0,90.0,80.0,56.0,301.0,,,,,,11.0,2020.0,False,29.71,280.00,48.00,54.00,30.00,M,M,M,1.6666666666666667,0.9090909090909092,0.6666666666666666,0.0,KJFK 020032Z 28019G30KT 10SM -RA SCT012 BKN033 OVC060 12/09 A2971 RMK AO2 PK WND 29030/0031 RAE03B24 P0000 T01220089 $,M,T,290.00,30.00,2020-11-02 00:31,80.07,19.00,SCT,BKN,OVC,M,1200.00,3300.00,6000.00,M,M,JFK,54.00,2020-11-02 00:32:00,10.00,-RA
2020-12-16,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,693.0,JFK,"New York, NY",FLL,"Fort Lauderdale, FL",0 days 15:25:00,1525.0,0.0,77.0,1642.0,1936.0,2.0,1830.0,1938.0,68.0,0.0,,0.0,185.0,253.0,174.0,1069.0,0.0,0.0,68.0,0.0,0.0,12.0,2020.0,False,30.27,60.00,24.10,17.12,25.00,M,M,M,0.0,1.6666666666666663,1.5384615384615383,0.0,KJFK 162021Z 06018G25KT 1 1/2SM R04R/5000V6000FT -SN FEW000 BKN018 OVC026 M01/M04 A3027 RMK AO2 SFC VIS 2 SN FEW000 P0000 T10111044 $,M,T,M,M,M,78.40,18.00,FEW,BKN,OVC,M,0.00,1800.00,2600.00,M,M,JFK,30.00,2020-12-16 20:21:00,1.50,-SN
2019-11-18,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,702.0,JFK,"New York, NY",BUF,"Buffalo, NY",0 days 09:59:00,953.0,-6.0,22.0,1015.0,1106.0,2.0,1124.0,1108.0,-16.0,0.0,,0.0,85.0,75.0,51.0,301.0,,,,,,11.0,2019.0,False,29.84,10.00,39.00,35.63,18.00,M,M,M,2.857142857142857,0.0,0.0,0.0,KJFK 181451Z 01010G18KT 10SM OVC014 06/04 A2984 RMK AO2 SLP104 60000 T00560039 56020 $,1010.40,0.00,M,M,M,88.67,10.00,OVC,M,M,M,1400.00,M,M,M,M,JFK,42.00,2019-11-18 14:51:00,10.00,M
2020-07-25,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,946.0,JFK,"New York, NY",ATL,"Atlanta, GA",0 days 06:30:00,624.0,-6.0,14.0,638.0,823.0,15.0,845.0,838.0,-7.0,0.0,,0.0,135.0,134.0,105.0,760.0,,,,,,7.0,2020.0,False,30.09,0.00,71.00,72.00,M,M,M,M,1.0,0.1052631578947368,0.04,0.0,KJFK 250951Z 00000KT 5SM BR FEW010 FEW095 FEW250 22/22 A3009 RMK AO2 SLP189 T02220217 $,1018.90,0.00,M,M,M,96.99,0.00,FEW,FEW,FEW,M,1000.00,9500.00,25000.00,M,M,JFK,72.00,2020-07-25 09:51:00,5.00,BR
2020-07-12,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,388.0,JFK,"New York, NY",CLT,"Charlotte, NC",0 days 12:59:00,1249.0,-10.0,16.0,1305.0,1426.0,8.0,1458.0,1434.0,-24.0,0.0,,0.0,119.0,105.0,81.0,541.0,,,,,,7.0,2020.0,False,29.73,230.00,64.00,87.31,M,M,M,M,0.4347826086956522,0.08,0.0,0.0,KJFK 121651Z 23016KT 10SM SCT046 SCT250 30/18 A2973 RMK AO2 SLP068 T03000178,1006.80,0.00,M,M,M,47.91,16.00,SCT,SCT,M,M,4600.00,25000.00,M,M,M,JFK,86.00,2020-07-12 16:51:00,10.00,M
2019-12-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,76.0,JFK,"New York, NY",SFO,"San Francisco, CA",0 days 07:00:00,659.0,-1.0,22.0,721.0,1044.0,5.0,1042.0,1049.0,7.0,0.0,,0.0,402.0,410.0,383.0,2586.0,,,,,,12.0,2019.0,False,30.33,320.00,19.90,23.40,M,M,M,M,0.3333333333333333,0.1333333333333333,0.12,0.0,KJFK 071151Z 32012KT 10SM FEW030 SCT150 BKN250 01/M07 A3033 RMK AO2 SLP270 T00061067 10028 20006 53029 $,1027.00,0.00,M,M,M,57.93,12.00,FEW,SCT,BKN,M,3000.00,15000.00,25000.00,M,M,JFK,33.00,2019-12-07 11:51:00,10.00,M
2020-08-16,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1063.0,JFK,"New York, NY",SJU,"San Juan, PR",0 days 12:00:00,1154.0,-6.0,19.0,1213.0,1536.0,3.0,1550.0,1539.0,-11.0,0.0,,0.0,230.0,225.0,203.0,1598.0,,,,,,8.0,2020.0,False,29.96,50.00,66.00,70.00,M,M,M,M,0.7692307692307692,1.3636363636363635,0.7272727272727273,0.0,KJFK 161551Z 05014KT 10SM -RA FEW013 BKN022 OVC055 21/19 A2996 RMK AO2 SLP144 P0001 T02110189 $,1014.40,0.01,M,M,M,87.14,14.00,FEW,BKN,OVC,M,1300.00,2200.00,5500.00,M,M,JFK,70.00,2020-08-16 15:51:00,10.00,-RA
2020-09-30,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,545.0,JFK,"New York, NY",LAX,"Los Angeles, CA",0 days 14:55:00,1453.0,-2.0,12.0,1505.0,1736.0,7.0,1755.0,1743.0,-12.0,0.0,,0.0,360.0,350.0,331.0,2475.0,,,,,,9.0,2020.0,False,29.76,250.00,47.00,71.10,23.00,M,M,M,0.4,0.08,0.0,0.0,KJFK 301851Z 25019G23KT 10SM SCT050 SCT250 22/08 A2976 RMK AO2 SLP078 T02170083 $,1007.80,0.00,M,M,M,42.05,19.00,SCT,SCT,M,M,5000.00,25000.00,M,M,M,JFK,71.00,2020-09-30 18:51:00,10.00,M
2019-11-10,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,5023.0,JFK,"New York, NY",BWI,"Baltimore, MD",0 days 08:40:00,834.0,-6.0,19.0,853.0,930.0,5.0,1001.0,935.0,-26.0,0.0,,0.0,81.0,61.0,37.0,184.0,,,,,,11.0,2019.0,False,30.14,210.00,33.00,38.56,M,M,M,M,0.2,0.4,0.25,0.0,KJFK 101251Z 21009KT 10SM FEW050 BKN075 BKN120 07/01 A3014 RMK AO2 SLP204 T00670006,1020.40,0.00,M,M,M,65.02,9.00,FEW,BKN,BKN,M,5000.00,7500.00,12000.00,M,M,JFK,44.00,2019-11-10 12:51:00,10.00,M
2020-02-15,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,719.0,JFK,"New York, NY",ATL,"Atlanta, GA",0 days 13:32:00,1329.0,-3.0,19.0,1348.0,1540.0,4.0,1615.0,1544.0,-31.0,0.0,,0.0,163.0,135.0,112.0,760.0,,,,,,2.0,2020.0,False,30.6,180.00,8.10,15.15,M,M,M,M,0.3333333333333333,0.08,0.0,0.0,KJFK 151751Z 18007KT 10SM FEW030 SCT250 M04/M13 A3060 RMK AO2 SLP362 T10441133 11039 21094 58025 $,1036.20,0.00,M,M,M,49.92,7.00,FEW,SCT,M,M,3000.00,25000.00,M,M,M,JFK,24.10,2020-02-15 17:51:00,10.00,M
2020-03-19,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,725.0,JFK,"New York, NY",TPA,"Tampa, FL",0 days 07:10:00,700.0,-10.0,19.0,719.0,944.0,2.0,1009.0,946.0,-23.0,0.0,,0.0,179.0,166.0,145.0,1005.0,,,,,,3.0,2020.0,False,30.25,70.00,44.00,39.02,M,M,M,M,4.285714285714286,2.2222222222222223,0.0,0.0,KJFK 191051Z 07008KT 4SM RA BR BKN007 OVC018 07/07 A3025 RMK AO2 SLP243 P0021 T00670067,1024.30,0.21,M,M,M,100.00,8.00,BKN,OVC,M,M,700.00,1800.00,M,M,M,JFK,44.00,2020-03-19 10:51:00,4.00,RA BR
2019-11-27,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,883.0,JFK,"New York, NY",MCO,"Orlando, FL",0 days 15:57:00,1557.0,0.0,16.0,1613.0,1836.0,12.0,1900.0,1848.0,-12.0,0.0,,0.0,183.0,171.0,143.0,944.0,,,,,,11.0,2019.0,False,29.66,180.00,50.00,54.00,M,M,M,M,0.8571428571428571,0.4285714285714285,0.12,0.0,KJFK 272051Z 18020KT 10SM BKN035 BKN070 BKN250 12/10 A2966 RMK AO2 PK WND 17026/2032 SLP043 T01220100 56059,1004.30,0.00,170.00,26.00,2019-11-27 20:32,86.29,20.00,BKN,BKN,BKN,M,3500.00,7000.00,25000.00,M,M,JFK,54.00,2019-11-27 20:51:00,10.00,M
2020-05-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,2572.0,JFK,"New York, NY",MIA,"Miami, FL",0 days 14:30:00,1430.0,0.0,18.0,1448.0,1726.0,3.0,1748.0,1729.0,-19.0,0.0,,0.0,198.0,179.0,158.0,1089.0,,,,,,5.0,2020.0,False,29.86,310.00,19.90,37.99,32.00,M,M,M,0.4285714285714285,0.0,0.0,0.0,KJFK 091751Z 31025G32KT 10SM BKN070 08/M07 A2986 RMK AO2 PK WND 30033/1726 SLP112 T00831067 10094 20022 51004,1011.20,0.00,300.00,33.00,2020-05-09 17:26,33.87,25.00,BKN,M,M,M,7000.00,M,M,M,M,JFK,47.00,2020-05-09 17:51:00,10.00,M
2020-04-02,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,415.0,JFK,"New York, NY",SFO,"San Francisco, CA",0 days 09:00:00,851.0,-9.0,16.0,907.0,1201.0,4.0,1244.0,1205.0,-39.0,0.0,,0.0,404.0,374.0,354.0,2586.0,,,,,,4.0,2020.0,False,29.74,330.00,28.90,35.93,25.00,M,M,M,0.5263157894736842,0.08,0.0,0.0,KJFK 021251Z 33017G25KT 10SM SCT038 SCT250 07/M02 A2974 RMK AO2 PK WND 33027/1231 SLP070 T00671017,1007.00,0.00,330.00,27.00,2020-04-02 12:31,54.85,17.00,SCT,SCT,M,M,3800.00,25000.00,M,M,M,JFK,44.00,2020-04-02 12:51:00,10.00,M
2020-05-13,Republic Airline,Republic Airline: YX,YX,20452.0,5675.0,JFK,"New York, NY",BOS,"Boston, MA",0 days 19:05:00,1855.0,-10.0,15.0,1910.0,1949.0,8.0,2032.0,1957.0,-35.0,0.0,,0.0,87.0,62.0,39.0,187.0,,,,,,5.0,2020.0,False,30.26,190.00,42.00,51.10,M,M,M,M,0.0,0.0,0.0,0.0,KJFK 132251Z 19012KT 10SM CLR 11/06 A3026 RMK AO2 SLP245 T01060056,1024.50,0.00,M,M,M,71.19,12.00,CLR,M,M,M,M,M,M,M,M,JFK,51.00,2020-05-13 22:51:00,10.00,M
2020-03-16,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,2432.0,JFK,"New York, NY",MSP,"Minneapolis, MN",0 days 11:00:00,1057.0,-3.0,21.0,1118.0,1252.0,5.0,1314.0,1257.0,-17.0,0.0,,0.0,194.0,180.0,154.0,1029.0,,,,,,3.0,2020.0,False,30.63,90.00,14.00,32.22,M,M,M,M,0.6060606060606061,0.08,0.0,0.0,KJFK 161451Z 09009KT 10SM SCT033 SCT250 04/M10 A3063 RMK AO2 SLP372 T00391100 51009,1037.20,0.00,M,M,M,35.54,9.00,SCT,SCT,M,M,3300.00,25000.00,M,M,M,JFK,39.00,2020-03-16 14:51:00,10.00,M
2020-02-13,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,4784.0,JFK,"New York, NY",IAD,"Washington, DC",0 days 20:30:00,2025.0,-5.0,50.0,2115.0,2208.0,5.0,2205.0,2213.0,8.0,0.0,,0.0,95.0,108.0,53.0,228.0,,,,,,2.0,2020.0,False,29.81,300.00,35.00,35.44,24.00,M,M,M,1.0714285714285714,0.12,0.0,0.0,KJFK 140051Z 30019G24KT 10SM BKN028 BKN250 07/02 A2981 RMK AO2 SLP095 T00670017,1009.50,0.00,M,M,M,70.43,19.00,BKN,BKN,M,M,2800.00,25000.00,M,M,M,JFK,44.00,2020-02-14 00:51:00,10.00,M
2020-03-23,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,4823.0,JFK,"New York, NY",SYR,"Syracuse, NY",0 days 16:59:00,1651.0,-8.0,19.0,1710.0,1755.0,3.0,1827.0,1758.0,-29.0,0.0,,0.0,88.0,67.0,45.0,209.0,,,,,,3.0,2020.0,False,30.07,70.00,42.00,33.58,M,M,M,M,3.333333333333333,2.5,0.0,0.0,KJFK 232051Z 07016KT 4SM +RA BR BKN009 OVC016 06/06 A3007 RMK AO2 PK WND 06029/2015 SLP180 P0015 60025 T00560056 56059,1018.00,0.15,60.00,29.00,2020-03-23 20:15,100.00,16.00,BKN,OVC,M,M,900.00,1600.00,M,M,M,JFK,42.00,2020-03-23 20:51:00,4.00,+RA BR
2020-11-24,Republic Airline,Republic Airline: YX,YX,20452.0,5658.0,JFK,"New York, NY",DCA,"Washington, DC",0 days 09:30:00,923.0,-7.0,10.0,933.0,1024.0,5.0,1054.0,1029.0,-25.0,0.0,,0.0,84.0,66.0,51.0,213.0,,,,,,11.0,2020.0,False,30.35,280.00,30.90,38.14,M,M,M,M,0.303030303030303,0.3636363636363636,0.0,0.0,KJFK 241351Z 28010KT 10SM FEW033 SCT055 07/M01 A3035 RMK AO2 SLP276 T00671006 $,1027.60,0.00,M,M,M,59.50,10.00,FEW,SCT,M,M,3300.00,5500.00,M,M,M,JFK,44.00,2020-11-24 13:51:00,10.00,M
2020-11-12,American Airlines Inc.,American Airlines Inc.: AA,AA,19805.0,76.0,JFK,"New York, NY",SFO,"San Francisco, CA",0 days 07:30:00,719.0,-11.0,37.0,756.0,1113.0,9.0,1107.0,1122.0,15.0,0.0,,0.0,397.0,423.0,377.0,2586.0,0.0,0.0,15.0,0.0,0.0,11.0,2020.0,False,29.92,320.00,63.00,64.00,M,M,M,M,6.0,1.875,1.4285714285714286,0.0,KJFK 121212Z 32004KT 2SM -RA BR BKN005 BKN016 OVC028 18/17 A2992 RMK AO2 SFC VIS 6 P0002 T01780172 $,M,0.02,M,M,M,96.55,4.00,BKN,BKN,OVC,M,500.00,1600.00,2800.00,M,M,JFK,64.00,2020-11-12 12:12:00,2.00,-RA BR
2019-11-26,Envoy Air,Envoy Air: MQ,MQ,20398.0,4029.0,JFK,"New York, NY",ORF,"Norfolk, VA",0 days 15:33:00,1522.0,-11.0,10.0,1532.0,1621.0,6.0,1703.0,1627.0,-36.0,0.0,,0.0,90.0,65.0,49.0,290.0,,,,,,11.0,2019.0,False,30.02,180.00,48.00,55.00,M,M,M,M,0.04,0.0,0.0,0.0,KJFK 261951Z 18008KT 10SM FEW250 13/09 A3002 RMK AO2 SLP165 T01280089 $,1016.50,0.00,M,M,M,77.21,8.00,FEW,M,M,M,25000.00,M,M,M,M,JFK,55.00,2019-11-26 19:51:00,10.00,M
2019-12-27,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,2883.0,JFK,"New York, NY",MCO,"Orlando, FL",0 days 08:00:00,753.0,-7.0,22.0,815.0,1032.0,7.0,1107.0,1039.0,-28.0,0.0,,0.0,187.0,166.0,137.0,944.0,,,,,,12.0,2019.0,False,30.31,200.00,44.00,41.83,M,M,M,M,0.2857142857142857,0.3157894736842105,0.12,0.0,KJFK 271251Z 20005KT 10SM FEW035 BKN095 BKN250 07/07 A3031 RMK AO2 SLP263 T00720067 $,1026.30,0.00,M,M,M,96.63,5.00,FEW,BKN,BKN,M,3500.00,9500.00,25000.00,M,M,JFK,45.00,2019-12-27 12:51:00,10.00,M
2020-02-04,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,2206.0,JFK,"New York, NY",AUS,"Austin, TX",0 days 18:37:00,1832.0,-5.0,11.0,1843.0,2135.0,4.0,2158.0,2139.0,-19.0,0.0,,0.0,261.0,247.0,232.0,1521.0,,,,,,2.0,2020.0,False,29.8,200.00,44.00,46.10,M,M,M,M,0.1818181818181818,0.2142857142857142,0.12,0.0,KJFK 042251Z 20004KT 10SM SCT110 BKN140 BKN250 09/07 A2980 RMK AO2 SLP091 T00890067,1009.10,0.00,M,M,M,86.28,4.00,SCT,BKN,BKN,M,11000.00,14000.00,25000.00,M,M,JFK,48.00,2020-02-04 22:51:00,10.00,M
2020-08-01,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,864.0,JFK,"New York, NY",HYA,"Hyannis, MA",0 days 13:46:00,1337.0,-9.0,15.0,1352.0,1428.0,5.0,1444.0,1433.0,-11.0,0.0,,0.0,58.0,56.0,36.0,196.0,,,,,,8.0,2020.0,False,29.96,180.00,69.00,86.48,M,M,M,M,0.2,0.2222222222222222,0.12,0.0,KJFK 011751Z 18007KT 10SM FEW050 SCT090 BKN250 28/21 A2996 RMK AO2 SLP145 T02830206 10294 20244 58001 $,1014.50,0.00,M,M,M,63.16,7.00,FEW,SCT,BKN,M,5000.00,9000.00,25000.00,M,M,JFK,83.00,2020-08-01 17:51:00,10.00,M
2019-12-15,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790.0,1013.0,JFK,"New York, NY",DTW,"Detroit, MI",0 days 19:25:00,1928.0,3.0,64.0,2032.0,2212.0,11.0,2148.0,2223.0,35.0,0.0,,0.0,143.0,175.0,100.0,509.0,0.0,0.0,35.0,0.0,0.0,12.0,2019.0,False,30.06,270.00,24.10,32.15,M,M,M,M,0.1538461538461538,0.0,0.0,0.0,KJFK 152351Z 27016KT 10SM FEW065 05/M04 A3006 RMK AO2 PK WND 27027/2252 SLP177 T00501044 10094 20050 51041,1017.70,0.00,270.00,27.00,2019-12-15 22:52,50.67,16.00,FEW,M,M,M,6500.00,M,M,M,M,JFK,41.00,2019-12-15 23:51:00,10.00,M
2020-06-19,JetBlue Airways,JetBlue Airways: B6,B6,20409.0,415.0,JFK,"New York, NY",SFO,"San Francisco, CA",0 days 07:10:00,655.0,-15.0,17.0,712.0,950.0,5.0,1019.0,955.0,-24.0,0.0,,0.0,369.0,360.0,338.0,2586.0,,,,,,6.0,2020.0,False,30.16,190.00,65.00,64.90,M,M,M,M,7.5,0.9375,0.0,0.0,KJFK 191051Z 19003KT 6SM BR BKN004 BKN032 18/18 A3016 RMK AO2 SLP213 VIS E-S 2 1/2 CIG 003V005 T01830183,1021.30,0.00,M,M,M,100.00,3.00,BKN,BKN,M,M,400.00,3200.00,M,M,M,JFK,65.00,2020-06-19 10:51:00,6.00,BR
2019-12-13,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363.0,5100.0,JFK,"New York, NY",JAX,"Jacksonville, FL",0 days 19:55:00,1951.0,-4.0,29.0,2020.0,2235.0,5.0,2259.0,2240.0,-19.0,0.0,,0.0,184.0,169.0,135.0,828.0,,,,,,12.0,2019.0,False,30.09,40.00,51.00,51.10,M,M,M,M,7.5,3.636363636363636,0.0,0.0,KJFK 140051Z 04010KT 1/2SM R04R/P6000FT RA BR BKN004 OVC011 11/11 A3009 RMK AO2 SFC VIS 3 SLP188 P0015 T01060106,1018.80,0.15,M,M,M,100.00,10.00,BKN,OVC,M,M,400.00,1100.00,M,M,M,JFK,51.00,2019-12-14 00:51:00,0.50,RA BR
